target,id
2777.0,204
2777.0,205
2777.0,206
2777.0,207
2778.0,208
2779.0,209
2779.0,210
2780.0,211
2780.0,212
2780.0,213
2780.0,214
2780.0,215
2781.0,216
2781.0,217
2781.0,218
2782.0,219
2782.0,220
2782.0,221
2782.0,222
2782.0,223
2782.0,224
2782.0,225
2782.0,226
2782.0,227
2782.0,228
2782.0,229
2783.0,230
2784.0,231
2784.0,232
2787.0,233
2787.0,234
2787.0,235
2788.0,236
2788.0,237
2788.0,238
2788.0,239
2788.0,240
2788.0,241
2788.0,242
2788.0,243
2789.0,244
2789.0,245
2789.0,246
2789.0,247
2789.0,248
2789.0,249
2789.0,250
2789.0,251
2789.0,252
2789.0,253
2789.0,254
2789.0,255
2789.0,256
2790.0,257
2790.0,258
2790.0,259
2790.0,260
2790.0,261
2791.0,262
2791.0,263
2792.0,264
2792.0,265
2792.0,266
2792.0,267
2792.0,268
2792.0,269
2792.0,270
2793.0,271
2793.0,272
2793.0,273
2793.0,274
2793.0,275
2794.0,276
2795.0,277
2795.0,278
2795.0,279
2795.0,280
2795.0,281
2795.0,282
2795.0,283
2795.0,284
2795.0,285
2796.0,286
2797.0,287
2797.0,288
2797.0,289
2797.0,290
2797.0,291
2797.0,292
2797.0,293
2797.0,294
2797.0,295
2797.0,296
2797.0,297
2797.0,298
2797.0,299
2797.0,300
2798.0,301
2799.0,302
2799.0,303
2799.0,304
2800.0,305
2800.0,306
2800.0,307
2800.0,308
2800.0,309
2800.0,310
2800.0,311
2800.0,312
2800.0,313
2800.0,314
2800.0,315
2801.0,316
2801.0,317
2801.0,318
2801.0,319
2801.0,320
2801.0,321
2801.0,322
2801.0,323
2801.0,324
2801.0,325
2802.0,326
2802.0,327
2802.0,328
2802.0,329
2803.0,330
2803.0,331
2803.0,332
2803.0,333
2803.0,334
2803.0,335
2803.0,336
2803.0,337
2803.0,338
2803.0,339
2803.0,340
2803.0,341
2803.0,342
2804.0,343
2804.0,344
2804.0,345
2804.0,346
2804.0,347
2804.0,348
2804.0,349
2804.0,350
2804.0,351
2804.0,352
2804.0,353
2805.0,354
2805.0,355
2805.0,356
2805.0,357
2805.0,358
2805.0,359
2805.0,360
2805.0,361
2806.0,362
2806.0,363
2806.0,364
2807.0,365
2807.0,366
2807.0,367
2808.0,368
2808.0,369
2808.0,370
2808.0,371
2808.0,372
2808.0,373
2809.0,374
2809.0,375
2809.0,376
2809.0,377
2810.0,378
2810.0,379
2810.0,380
2810.0,381
2810.0,382
2811.0,383
2811.0,384
2811.0,385
2811.0,386
2812.0,387
2812.0,388
2812.0,389
2812.0,390
554.0,391
554.0,392
554.0,393
554.0,394
554.0,395
554.0,396
554.0,397
554.0,398
554.0,399
554.0,400
554.0,401
554.0,402
554.0,403
554.0,404
554.0,405
555.0,406
555.0,407
555.0,408
555.0,409
555.0,410
555.0,411
555.0,412
555.0,413
555.0,414
555.0,415
555.0,416
556.0,417
556.0,418
556.0,419
556.0,420
2812.0,421
2812.0,422
2812.0,423
2812.0,424
2812.0,425
2812.0,426
2813.0,427
2813.0,428
2813.0,429
2814.0,430
2814.0,431
2814.0,432
2815.0,433
2815.0,434
2815.0,435
2815.0,436
2815.0,437
2815.0,438
2815.0,439
2815.0,440
2815.0,441
2815.0,442
2815.0,443
2815.0,444
2815.0,445
2816.0,446
2816.0,447
2816.0,448
2816.0,449
2816.0,450
2816.0,451
2817.0,452
2817.0,453
2817.0,454
2817.0,455
2817.0,456
2817.0,457
2817.0,458
2817.0,459
2817.0,460
2817.0,461
2817.0,462
2818.0,463
2818.0,464
2818.0,465
2818.0,466
2818.0,467
2818.0,468
2818.0,469
2818.0,470
2818.0,471
2818.0,472
2818.0,473
2819.0,474
2819.0,475
2819.0,476
2819.0,477
2820.0,478
2821.0,479
2821.0,480
2821.0,481
2821.0,482
2821.0,483
2821.0,484
2821.0,485
2821.0,486
2821.0,487
2822.0,488
2822.0,489
2822.0,490
2822.0,491
2822.0,492
2822.0,493
2822.0,494
2822.0,495
2822.0,496
2822.0,497
2822.0,498
2822.0,499
2822.0,500
2822.0,501
2822.0,502
2822.0,503
2822.0,504
2822.0,505
2822.0,506
2822.0,507
2822.0,508
2822.0,509
2822.0,510
2823.0,511
2823.0,512
2823.0,513
2823.0,514
2823.0,515
2823.0,516
2824.0,517
2824.0,518
2824.0,519
2824.0,520
2824.0,521
2825.0,522
2825.0,523
2825.0,524
2825.0,525
2825.0,526
2825.0,527
2826.0,528
2826.0,529
2826.0,530
2826.0,531
2826.0,532
2826.0,533
2826.0,534
2826.0,535
2826.0,536
2827.0,537
2827.0,538
2827.0,539
2827.0,540
2827.0,541
2828.0,542
2828.0,543
2829.0,544
2829.0,545
2829.0,546
2829.0,547
2829.0,548
2829.0,549
2830.0,550
2830.0,551
2830.0,552
2830.0,553
2830.0,554
2830.0,555
2830.0,556
2831.0,557
2831.0,558
2831.0,559
2831.0,560
2831.0,561
2832.0,562
2832.0,563
2832.0,564
2832.0,565
2832.0,566
2832.0,567
2832.0,568
2833.0,569
2833.0,570
2833.0,571
2833.0,572
2833.0,573
2833.0,574
2833.0,575
2834.0,576
2834.0,577
2834.0,578
2834.0,579
2834.0,580
2834.0,581
2834.0,582
2834.0,583
2835.0,584
2835.0,585
2835.0,586
2835.0,587
2835.0,588
2835.0,589
2836.0,590
2836.0,591
2837.0,592
2837.0,593
2838.0,594
2838.0,595
2838.0,596
2838.0,597
2838.0,598
2838.0,599
2838.0,600
2838.0,601
2838.0,602
2838.0,603
2838.0,604
2838.0,605
2839.0,606
2839.0,607
2839.0,608
2839.0,609
2839.0,610
2839.0,611
2839.0,612
2839.0,613
2839.0,614
2839.0,615
2839.0,616
2839.0,617
2839.0,618
2839.0,619
2839.0,620
2840.0,621
2840.0,622
2840.0,623
2840.0,624
2840.0,625
2840.0,626
2840.0,627
2841.0,628
2841.0,629
2841.0,630
2841.0,631
2841.0,632
2841.0,633
2841.0,634
2841.0,635
2841.0,636
2841.0,637
2841.0,638
2841.0,639
2842.0,640
2842.0,641
2843.0,642
2843.0,643
2843.0,644
2843.0,645
2843.0,646
2843.0,647
2843.0,648
2843.0,649
2843.0,650
2843.0,651
2844.0,652
2844.0,653
2844.0,654
2844.0,655
2844.0,656
2845.0,657
2845.0,658
2845.0,659
2845.0,660
2846.0,661
2846.0,662
2846.0,663
2846.0,664
2846.0,665
2846.0,666
2846.0,667
2846.0,668
2846.0,669
2846.0,670
2846.0,671
2847.0,672
2847.0,673
2847.0,674
2848.0,675
2848.0,676
2848.0,677
2849.0,678
2849.0,679
2850.0,680
2850.0,681
2850.0,682
2850.0,683
2851.0,684
2851.0,685
2851.0,686
2851.0,687
2851.0,688
2852.0,689
2852.0,690
2852.0,691
2852.0,692
2852.0,693
2853.0,694
2853.0,695
2853.0,696
2853.0,697
2853.0,698
2853.0,699
2854.0,700
2854.0,701
2854.0,702
2854.0,703
2854.0,704
2854.0,705
2854.0,706
2854.0,707
2854.0,708
2854.0,709
2855.0,710
2855.0,711
2855.0,712
2855.0,713
2856.0,714
2856.0,715
2856.0,716
2856.0,717
2856.0,718
2856.0,719
2856.0,720
556.0,721
556.0,722
556.0,723
556.0,724
556.0,725
556.0,726
556.0,727
556.0,728
556.0,729
556.0,730
557.0,731
557.0,732
557.0,733
557.0,734
557.0,735
557.0,736
557.0,737
557.0,738
557.0,739
557.0,740
557.0,741
557.0,742
557.0,743
557.0,744
557.0,745
557.0,746
557.0,747
557.0,748
557.0,749
557.0,750
2856.0,751
2856.0,752
2856.0,753
2857.0,754
2857.0,755
2857.0,756
2857.0,757
2857.0,758
2858.0,759
2858.0,760
2858.0,761
2858.0,762
2858.0,763
2858.0,764
2858.0,765
2858.0,766
2858.0,767
2858.0,768
2858.0,769
2858.0,770
2858.0,771
2858.0,772
2859.0,773
2859.0,774
2859.0,775
2859.0,776
2859.0,777
2859.0,778
2859.0,779
2860.0,780
2860.0,781
2860.0,782
2860.0,783
2860.0,784
2861.0,785
2861.0,786
2861.0,787
2861.0,788
2861.0,789
2861.0,790
2861.0,791
2862.0,792
2862.0,793
2862.0,794
2862.0,795
2862.0,796
2862.0,797
2862.0,798
2862.0,799
2862.0,800
2862.0,801
2862.0,802
2862.0,803
2863.0,804
2863.0,805
2863.0,806
2863.0,807
2863.0,808
2863.0,809
2863.0,810
2863.0,811
2863.0,812
2863.0,813
2863.0,814
2863.0,815
2863.0,816
2863.0,817
2863.0,818
2863.0,819
2863.0,820
2864.0,821
2865.0,822
2865.0,823
2866.0,824
2866.0,825
2866.0,826
2866.0,827
2866.0,828
2867.0,829
2867.0,830
2867.0,831
2867.0,832
2867.0,833
2867.0,834
2867.0,835
2867.0,836
2867.0,837
2867.0,838
2867.0,839
2867.0,840
2868.0,841
2868.0,842
2868.0,843
2868.0,844
2869.0,845
2869.0,846
2869.0,847
2869.0,848
2869.0,849
2870.0,850
2870.0,851
2870.0,852
2870.0,853
2870.0,854
2870.0,855
2870.0,856
2870.0,857
2870.0,858
2871.0,859
2871.0,860
2871.0,861
2871.0,862
2871.0,863
2872.0,864
2872.0,865
2872.0,866
2872.0,867
2872.0,868
2872.0,869
2872.0,870
2872.0,871
2872.0,872
2872.0,873
2872.0,874
2872.0,875
2873.0,876
2873.0,877
2873.0,878
2873.0,879
2873.0,880
2873.0,881
2873.0,882
2873.0,883
2873.0,884
2873.0,885
2873.0,886
2874.0,887
2874.0,888
2874.0,889
2874.0,890
2874.0,891
2874.0,892
2874.0,893
2874.0,894
2874.0,895
2875.0,896
2875.0,897
2875.0,898
2875.0,899
2875.0,900
2876.0,901
2876.0,902
2877.0,903
2877.0,904
2877.0,905
2877.0,906
2877.0,907
2878.0,908
2878.0,909
2878.0,910
2878.0,911
2878.0,912
2879.0,913
2879.0,914
2879.0,915
2879.0,916
2879.0,917
2879.0,918
2879.0,919
2879.0,920
2879.0,921
2880.0,922
2880.0,923
2881.0,924
2881.0,925
2881.0,926
2882.0,927
2882.0,928
2882.0,929
2882.0,930
2882.0,931
2883.0,932
2883.0,933
2883.0,934
2884.0,935
2885.0,936
2885.0,937
2885.0,938
2885.0,939
2885.0,940
2886.0,941
2886.0,942
2887.0,943
2887.0,944
2888.0,945
2889.0,946
2889.0,947
2889.0,948
2889.0,949
2889.0,950
2889.0,951
2889.0,952
2889.0,953
2889.0,954
2889.0,955
2890.0,956
2890.0,957
2890.0,958
2890.0,959
2890.0,960
2891.0,961
2891.0,962
2891.0,963
2891.0,964
2891.0,965
2891.0,966
2892.0,967
2892.0,968
2893.0,969
2893.0,970
2893.0,971
2893.0,972
2893.0,973
2893.0,974
2893.0,975
2893.0,976
2893.0,977
2894.0,978
2894.0,979
2894.0,980
2895.0,981
2895.0,982
2895.0,983
2896.0,984
2896.0,985
2896.0,986
2896.0,987
2896.0,988
2896.0,989
2896.0,990
2896.0,991
2896.0,992
2896.0,993
2897.0,994
2897.0,995
2897.0,996
2897.0,997
2897.0,998
2897.0,999
2898.0,1000
2898.0,1001
2898.0,1002
2898.0,1003
2898.0,1004
2898.0,1005
2898.0,1006
2898.0,1007
2898.0,1008
2898.0,1009
2899.0,1010
2900.0,1011
2900.0,1012
2901.0,1013
2901.0,1014
2901.0,1015
2901.0,1016
2902.0,1017
2902.0,1018
2902.0,1019
2902.0,1020
2902.0,1021
2903.0,1022
2903.0,1023
2903.0,1024
2903.0,1025
2903.0,1026
2904.0,1027
2904.0,1028
2904.0,1029
2904.0,1030
2905.0,1031
2905.0,1032
2905.0,1033
2905.0,1034
2905.0,1035
2905.0,1036
2905.0,1037
2905.0,1038
2905.0,1039
2906.0,1040
2906.0,1041
2906.0,1042
2907.0,1043
2907.0,1044
2907.0,1045
2907.0,1046
2907.0,1047
2907.0,1048
2907.0,1049
2907.0,1050
557.0,1051
558.0,1052
558.0,1053
558.0,1054
558.0,1055
558.0,1056
558.0,1057
558.0,1058
558.0,1059
558.0,1060
558.0,1061
558.0,1062
558.0,1063
558.0,1064
558.0,1065
558.0,1066
558.0,1067
558.0,1068
558.0,1069
558.0,1070
558.0,1071
558.0,1072
558.0,1073
558.0,1074
558.0,1075
558.0,1076
558.0,1077
558.0,1078
558.0,1079
558.0,1080
2908.0,1081
2908.0,1082
2909.0,1083
2909.0,1084
2909.0,1085
2909.0,1086
2909.0,1087
2910.0,1088
2911.0,1089
2911.0,1090
2911.0,1091
2911.0,1092
2912.0,1093
2912.0,1094
2912.0,1095
2912.0,1096
2912.0,1097
2912.0,1098
2912.0,1099
2913.0,1100
2913.0,1101
2913.0,1102
2913.0,1103
2913.0,1104
2913.0,1105
2913.0,1106
2913.0,1107
2913.0,1108
2913.0,1109
2914.0,1110
2914.0,1111
2915.0,1112
2915.0,1113
2915.0,1114
2915.0,1115
2916.0,1116
2917.0,1117
2917.0,1118
2917.0,1119
2917.0,1120
2918.0,1121
2918.0,1122
2918.0,1123
2918.0,1124
2918.0,1125
2919.0,1126
2919.0,1127
2919.0,1128
2919.0,1129
2919.0,1130
2919.0,1131
2920.0,1132
2920.0,1133
2920.0,1134
2920.0,1135
2921.0,1136
2921.0,1137
2921.0,1138
2921.0,1139
2921.0,1140
2921.0,1141
2922.0,1142
2922.0,1143
2922.0,1144
2922.0,1145
2922.0,1146
2923.0,1147
2923.0,1148
2923.0,1149
2923.0,1150
2923.0,1151
2923.0,1152
2923.0,1153
2923.0,1154
2923.0,1155
2923.0,1156
2923.0,1157
2924.0,1158
2925.0,1159
2925.0,1160
2925.0,1161
2925.0,1162
2925.0,1163
2925.0,1164
2926.0,1165
2926.0,1166
2926.0,1167
2927.0,1168
2927.0,1169
2927.0,1170
2928.0,1171
2928.0,1172
2929.0,1173
2929.0,1174
2929.0,1175
2929.0,1176
2930.0,1177
2930.0,1178
2930.0,1179
2930.0,1180
2930.0,1181
2930.0,1182
2930.0,1183
2930.0,1184
2930.0,1185
2931.0,1186
2931.0,1187
2931.0,1188
2932.0,1189
2932.0,1190
2932.0,1191
2933.0,1192
2933.0,1193
2933.0,1194
2933.0,1195
2933.0,1196
2934.0,1197
2934.0,1198
2935.0,1199
2935.0,1200
2935.0,1201
2936.0,1202
2936.0,1203
2936.0,1204
2936.0,1205
2937.0,1206
2937.0,1207
2937.0,1208
2937.0,1209
2938.0,1210
2938.0,1211
2938.0,1212
2939.0,1213
2939.0,1214
2939.0,1215
2939.0,1216
2939.0,1217
2939.0,1218
2939.0,1219
2939.0,1220
2939.0,1221
2939.0,1222
2939.0,1223
2940.0,1224
2940.0,1225
2940.0,1226
2940.0,1227
2940.0,1228
2940.0,1229
2940.0,1230
2940.0,1231
2941.0,1232
2941.0,1233
2942.0,1234
2942.0,1235
2942.0,1236
2942.0,1237
2942.0,1238
2942.0,1239
2943.0,1240
2943.0,1241
2944.0,1242
2944.0,1243
2945.0,1244
2945.0,1245
2945.0,1246
2945.0,1247
2946.0,1248
2946.0,1249
2946.0,1250
2946.0,1251
2946.0,1252
2946.0,1253
2947.0,1254
2947.0,1255
2947.0,1256
2947.0,1257
2947.0,1258
2947.0,1259
2947.0,1260
2947.0,1261
2947.0,1262
2947.0,1263
2947.0,1264
2948.0,1265
2948.0,1266
2948.0,1267
2948.0,1268
2948.0,1269
2948.0,1270
2948.0,1271
2949.0,1272
2949.0,1273
2949.0,1274
2949.0,1275
2949.0,1276
2950.0,1277
2950.0,1278
2950.0,1279
2951.0,1280
2951.0,1281
2951.0,1282
2951.0,1283
2951.0,1284
2952.0,1285
2952.0,1286
2952.0,1287
2952.0,1288
2952.0,1289
2952.0,1290
2952.0,1291
2952.0,1292
2952.0,1293
2952.0,1294
2952.0,1295
2953.0,1296
2953.0,1297
2953.0,1298
2954.0,1299
2954.0,1300
2954.0,1301
2954.0,1302
2954.0,1303
2954.0,1304
2954.0,1305
2955.0,1306
2956.0,1307
2956.0,1308
2956.0,1309
2956.0,1310
2956.0,1311
2956.0,1312
2956.0,1313
2956.0,1314
2956.0,1315
2956.0,1316
2958.0,1317
2958.0,1318
2958.0,1319
2958.0,1320
2959.0,1321
2959.0,1322
2959.0,1323
2959.0,1324
2959.0,1325
2960.0,1326
2960.0,1327
2960.0,1328
2960.0,1329
2960.0,1330
2960.0,1331
2960.0,1332
2960.0,1333
2960.0,1334
2961.0,1335
2961.0,1336
2961.0,1337
2961.0,1338
2961.0,1339
2961.0,1340
2961.0,1341
2961.0,1342
2961.0,1343
2961.0,1344
2961.0,1345
2962.0,1346
2962.0,1347
2962.0,1348
2962.0,1349
2963.0,1350
2963.0,1351
2964.0,1352
2964.0,1353
2964.0,1354
2964.0,1355
2964.0,1356
2964.0,1357
2964.0,1358
2964.0,1359
2964.0,1360
2964.0,1361
2964.0,1362
2964.0,1363
2964.0,1364
2964.0,1365
2965.0,1366
2965.0,1367
2965.0,1368
2965.0,1369
2965.0,1370
2965.0,1371
2966.0,1372
2966.0,1373
2966.0,1374
2966.0,1375
2966.0,1376
2967.0,1377
2967.0,1378
2967.0,1379
2967.0,1380
558.0,1381
558.0,1382
558.0,1383
559.0,1384
559.0,1385
559.0,1386
559.0,1387
559.0,1388
559.0,1389
559.0,1390
559.0,1391
559.0,1392
559.0,1393
559.0,1394
559.0,1395
559.0,1396
559.0,1397
559.0,1398
559.0,1399
559.0,1400
559.0,1401
560.0,1402
560.0,1403
560.0,1404
560.0,1405
560.0,1406
560.0,1407
561.0,1408
561.0,1409
561.0,1410
2968.0,1411
2968.0,1412
2968.0,1413
2968.0,1414
2968.0,1415
2968.0,1416
2969.0,1417
2970.0,1418
2970.0,1419
2970.0,1420
2970.0,1421
2970.0,1422
2970.0,1423
2971.0,1424
2972.0,1425
2972.0,1426
2972.0,1427
2972.0,1428
2972.0,1429
2973.0,1430
2973.0,1431
2973.0,1432
2973.0,1433
2973.0,1434
2973.0,1435
2974.0,1436
2974.0,1437
2974.0,1438
2974.0,1439
2974.0,1440
2975.0,1441
2975.0,1442
2975.0,1443
2975.0,1444
2975.0,1445
2975.0,1446
2975.0,1447
2976.0,1448
2976.0,1449
2976.0,1450
2977.0,1451
2977.0,1452
2977.0,1453
2977.0,1454
2978.0,1455
2978.0,1456
2978.0,1457
2978.0,1458
2979.0,1459
2979.0,1460
2980.0,1461
2980.0,1462
2980.0,1463
2980.0,1464
2981.0,1465
2981.0,1466
2981.0,1467
2982.0,1468
2982.0,1469
2982.0,1470
2982.0,1471
2982.0,1472
2982.0,1473
2984.0,1474
2984.0,1475
2984.0,1476
2985.0,1477
2985.0,1478
2985.0,1479
2986.0,1480
2986.0,1481
2986.0,1482
2986.0,1483
2987.0,1484
2987.0,1485
2988.0,1486
2988.0,1487
2988.0,1488
2988.0,1489
2989.0,1490
2990.0,1491
2990.0,1492
2990.0,1493
2990.0,1494
2991.0,1495
2991.0,1496
2992.0,1497
2992.0,1498
2992.0,1499
2993.0,1500
2993.0,1501
2993.0,1502
2993.0,1503
2993.0,1504
2993.0,1505
2993.0,1506
2993.0,1507
2994.0,1508
2994.0,1509
2994.0,1510
2994.0,1511
2994.0,1512
2994.0,1513
2995.0,1514
2995.0,1515
2996.0,1516
2996.0,1517
2996.0,1518
2997.0,1519
2997.0,1520
2998.0,1521
2998.0,1522
2998.0,1523
2998.0,1524
2998.0,1525
2999.0,1526
2999.0,1527
2999.0,1528
2999.0,1529
2999.0,1530
2999.0,1531
2999.0,1532
2999.0,1533
2999.0,1534
3000.0,1535
3000.0,1536
3001.0,1537
3001.0,1538
3001.0,1539
3001.0,1540
3001.0,1541
3001.0,1542
3001.0,1543
3001.0,1544
3002.0,1545
3002.0,1546
3002.0,1547
3002.0,1548
3002.0,1549
3002.0,1550
3002.0,1551
3002.0,1552
3002.0,1553
3003.0,1554
3003.0,1555
3003.0,1556
3004.0,1557
3004.0,1558
3004.0,1559
3004.0,1560
3004.0,1561
3004.0,1562
3004.0,1563
3005.0,1564
3005.0,1565
3005.0,1566
3005.0,1567
3005.0,1568
3006.0,1569
3006.0,1570
3006.0,1571
3006.0,1572
3006.0,1573
3007.0,1574
3007.0,1575
3007.0,1576
3007.0,1577
3007.0,1578
3007.0,1579
3007.0,1580
3007.0,1581
3007.0,1582
3007.0,1583
3008.0,1584
3008.0,1585
3008.0,1586
3008.0,1587
3009.0,1588
3009.0,1589
3009.0,1590
3009.0,1591
3010.0,1592
3010.0,1593
3010.0,1594
3011.0,1595
3011.0,1596
3011.0,1597
3011.0,1598
3011.0,1599
3011.0,1600
3011.0,1601
3011.0,1602
3011.0,1603
3011.0,1604
3011.0,1605
3011.0,1606
3011.0,1607
3011.0,1608
3011.0,1609
3012.0,1610
3012.0,1611
3012.0,1612
3012.0,1613
3012.0,1614
3013.0,1615
3013.0,1616
3013.0,1617
3013.0,1618
3013.0,1619
3013.0,1620
3013.0,1621
3014.0,1622
3014.0,1623
3014.0,1624
3014.0,1625
3014.0,1626
3015.0,1627
3015.0,1628
3015.0,1629
3015.0,1630
3016.0,1631
3016.0,1632
3016.0,1633
3016.0,1634
3016.0,1635
3016.0,1636
3016.0,1637
3017.0,1638
3017.0,1639
3017.0,1640
3017.0,1641
3017.0,1642
3017.0,1643
3018.0,1644
3018.0,1645
3018.0,1646
3018.0,1647
3018.0,1648
3018.0,1649
3018.0,1650
3018.0,1651
3018.0,1652
3019.0,1653
3019.0,1654
3020.0,1655
3023.0,1656
3023.0,1657
3023.0,1658
3024.0,1659
3024.0,1660
3024.0,1661
3024.0,1662
3024.0,1663
3024.0,1664
3024.0,1665
3024.0,1666
3024.0,1667
3024.0,1668
3024.0,1669
3024.0,1670
3025.0,1671
3026.0,1672
3026.0,1673
3026.0,1674
3027.0,1675
3027.0,1676
3027.0,1677
3027.0,1678
3027.0,1679
3028.0,1680
3030.0,1681
3030.0,1682
3031.0,1683
3032.0,1684
3032.0,1685
3032.0,1686
3032.0,1687
3033.0,1688
3033.0,1689
3033.0,1690
3033.0,1691
3033.0,1692
3033.0,1693
3033.0,1694
3033.0,1695
3033.0,1696
3034.0,1697
3034.0,1698
3034.0,1699
3035.0,1700
3035.0,1701
3035.0,1702
3035.0,1703
3035.0,1704
3036.0,1705
3036.0,1706
3036.0,1707
3036.0,1708
3036.0,1709
3037.0,1710
561.0,1711
561.0,1712
561.0,1713
561.0,1714
561.0,1715
561.0,1716
561.0,1717
561.0,1718
561.0,1719
561.0,1720
561.0,1721
561.0,1722
561.0,1723
561.0,1724
561.0,1725
561.0,1726
561.0,1727
561.0,1728
561.0,1729
561.0,1730
561.0,1731
561.0,1732
561.0,1733
561.0,1734
561.0,1735
561.0,1736
561.0,1737
561.0,1738
561.0,1739
561.0,1740
3037.0,1741
3038.0,1742
3038.0,1743
3038.0,1744
3039.0,1745
3039.0,1746
3040.0,1747
3040.0,1748
3041.0,1749
3041.0,1750
3041.0,1751
3042.0,1752
3042.0,1753
3043.0,1754
3043.0,1755
3043.0,1756
3044.0,1757
3044.0,1758
3045.0,1759
3045.0,1760
3045.0,1761
3045.0,1762
3045.0,1763
3045.0,1764
3045.0,1765
3046.0,1766
3046.0,1767
3047.0,1768
3047.0,1769
3047.0,1770
3047.0,1771
3047.0,1772
3048.0,1773
3048.0,1774
3048.0,1775
3048.0,1776
3048.0,1777
3048.0,1778
3048.0,1779
3048.0,1780
3048.0,1781
3049.0,1782
3049.0,1783
3049.0,1784
3050.0,1785
3050.0,1786
3050.0,1787
3050.0,1788
3050.0,1789
3050.0,1790
3051.0,1791
3051.0,1792
3052.0,1793
3052.0,1794
3052.0,1795
3052.0,1796
3053.0,1797
3053.0,1798
3053.0,1799
3053.0,1800
3053.0,1801
3053.0,1802
3053.0,1803
3053.0,1804
3053.0,1805
3053.0,1806
3053.0,1807
3054.0,1808
3054.0,1809
3054.0,1810
3054.0,1811
3054.0,1812
3055.0,1813
3056.0,1814
3056.0,1815
3056.0,1816
3056.0,1817
3057.0,1818
3057.0,1819
3057.0,1820
3057.0,1821
3057.0,1822
3057.0,1823
3058.0,1824
3058.0,1825
3058.0,1826
3059.0,1827
3059.0,1828
3059.0,1829
3060.0,1830
3060.0,1831
3061.0,1832
3061.0,1833
3061.0,1834
3061.0,1835
3061.0,1836
3061.0,1837
3062.0,1838
3062.0,1839
3062.0,1840
3062.0,1841
3062.0,1842
3062.0,1843
3062.0,1844
3063.0,1845
3063.0,1846
3063.0,1847
3064.0,1848
3064.0,1849
3064.0,1850
3064.0,1851
3064.0,1852
3065.0,1853
3065.0,1854
3065.0,1855
3066.0,1856
3066.0,1857
3066.0,1858
3066.0,1859
3066.0,1860
3066.0,1861
3066.0,1862
3067.0,1863
3067.0,1864
3068.0,1865
3068.0,1866
3070.0,1867
3070.0,1868
3070.0,1869
3070.0,1870
3071.0,1871
3071.0,1872
3072.0,1873
3073.0,1874
3073.0,1875
3073.0,1876
3073.0,1877
3073.0,1878
3073.0,1879
3073.0,1880
3073.0,1881
3074.0,1882
3074.0,1883
3074.0,1884
3074.0,1885
3075.0,1886
3075.0,1887
3075.0,1888
3075.0,1889
3075.0,1890
3075.0,1891
3075.0,1892
3075.0,1893
3077.0,1894
3077.0,1895
3077.0,1896
3077.0,1897
3077.0,1898
3078.0,1899
3078.0,1900
3078.0,1901
3079.0,1902
3079.0,1903
